final_test_suite_costs,final_failure_rates,avg_sampling_time(ms),avg_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound(ms),"avg_ex_time(ms), std_dev_ex_time",exectution_times(ms)
"[253767.0946597195, 21860.17272727273, 231906.92193244677, 21860.17272727273, 253767.0946597195, 236758.0946597195, 253767.0946597195, 4851.172727272728, 243674.04119850183, 248915.92193244677]","[3.5321878719157347, 1.8454545454545455, 1.6867333264611895, 1.8454545454545455, 3.532187871915735, 2.5321878719157347, 3.5321878719157356, 0.8454545454545455, 1.8426966292134832, 2.6867333264611895]",0.2054452896118164,28.834163809523808,28.391320380952383,29.32958466666667,29.039609099135625,0.8846321146111816,"[30.332173582066126, 28.786949595831008, 28.030541394885834, 28.886914087320964, 28.325911383172897, 29.170149448910667, 29.090159383980886, 30.79620377019973, 28.63878090090797, 28.338307444080172]"
