final_test_suite_costs,final_failure_rates,avg_sampling_time(ms),avg_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound(ms),"avg_ex_time(ms), std_dev_ex_time",exectution_times(ms)
"[788879.0, 821865.0, 737153.0, 165326.0, 835248.0, 842641.0, 774877.0, 415153.0, 304628.0, 831976.0]","[4.974977393486119, 5.082055578829772, 4.144888573089671, 2.4820555788297725, 5.270181034362135, 5.525777577520594, 4.264427294431181, 5.59258458027891, 4.074430945398687, 5.399324655134993]",0.08862018585205078,30.096453333333333,29.376550166666668,30.90897166666667,30.185073519185384,1.2400397953662787,"[32.38468448628743, 29.509634721272786, 29.978599889526368, 30.158860705973307, 32.14313527974447, 29.091114938761393, 30.612337720133464, 29.695283310343424, 29.793449418538412, 28.483634721272786]"
