final_test_suite_costs,final_failure_rates,final_coverage_levels,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[149948434, 60473223, 60960102, 61324428, 60829048, 61881597, 61361336, 60296122, 61201085, 61228337]","[121.00000000000051, 122.6000000000005, 121.00000000000048, 122.00000000000051, 121.60000000000053, 121.00000000000051, 120.40000000000052, 122.0000000000005, 122.60000000000053, 122.00000000000054]","[0.7512049575395915, 0.7505164103741107, 0.7289419325223778, 0.7477622217121873, 0.7463851273812256, 0.7544181776451687, 0.744778517328437, 0.7422538443883406, 0.761762680743631, 0.7454670644939179]",42747,42743.7,42749.9
