final_test_suite_costs,final_effectivenesses,average_qpu_access_time(ms),stdev_qpu_access_time(ms),all_qpu_access_times(ms),qpu_lower_bound(ms),qpu_upper_bound(ms),qpu_run_times(ms)
"[1146805.0, 1165488.0, 1200515.0, 1673923.0, 1040513.0, 1450291.0, 1413688.0, 1729344.0, 1262196.0, 1585298.0]","[8.012383193853248, 9.880673471615776, 10.45977531769182, 10.354886861042228, 8.669514196086077, 9.622365894920675, 10.234989895628189, 11.910185821144989, 9.852723835753942, 12.969936946924175]",899.0433891614279,880.238677789988,"[65.78803062438965, 109.62510108947754, 2612.586259841919, 1305.6414127349854, 681.5841197967529, 674.8275756835938, 76.78532600402832, 104.17985916137695, 2454.075574874878, 1267.883062362671, 622.7903366088867, 654.0486812591553, 75.71601867675781, 95.97539901733398, 2670.1650619506836, 1361.579418182373, 712.4509811401367, 789.6058559417725, 80.84416389465332, 97.61357307434082, 2901.557683944702, 1220.327615737915, 616.8930530548096, 572.0362663269043, 70.81460952758789, 96.83537483215332, 2731.64439201355, 1257.188320159912, 703.392505645752, 626.1637210845947, 81.12621307373047, 102.69784927368164, 2421.1599826812744, 1344.855785369873, 612.2958660125732, 741.0657405853271, 64.38136100769043, 113.71874809265137, 2775.1736640930176, 1283.921241760254, 669.4066524505615, 607.8763008117676, 74.54657554626465, 103.97171974182129, 2907.0591926574707, 1203.9446830749512, 632.4887275695801, 644.2708969116211, 67.49987602233887, 99.79772567749023, 2150.9344577789307, 1533.1640243530273, 670.8083152770996, 728.4398078918457, 61.39492988586426, 97.39899635314941, 2440.922498703003, 1153.4678936004639, 626.6515254974365, 617.5427436828613]",680.3683598836266,1121.2292176485062,"[65.78803062438965, 109.62510108947754, 2612.586259841919, 1305.6414127349854, 681.5841197967529, 674.8275756835938, 76.78532600402832, 104.17985916137695, 2454.075574874878, 1267.883062362671, 622.7903366088867, 654.0486812591553, 75.71601867675781, 95.97539901733398, 2670.1650619506836, 1361.579418182373, 712.4509811401367, 789.6058559417725, 80.84416389465332, 97.61357307434082, 2901.557683944702, 1220.327615737915, 616.8930530548096, 572.0362663269043, 70.81460952758789, 96.83537483215332, 2731.64439201355, 1257.188320159912, 703.392505645752, 626.1637210845947, 81.12621307373047, 102.69784927368164, 2421.1599826812744, 1344.855785369873, 612.2958660125732, 741.0657405853271, 64.38136100769043, 113.71874809265137, 2775.1736640930176, 1283.921241760254, 669.4066524505615, 607.8763008117676, 74.54657554626465, 103.97171974182129, 2907.0591926574707, 1203.9446830749512, 632.4887275695801, 644.2708969116211, 67.49987602233887, 99.79772567749023, 2150.9344577789307, 1533.1640243530273, 670.8083152770996, 728.4398078918457, 61.39492988586426, 97.39899635314941, 2440.922498703003, 1153.4678936004639, 626.6515254974365, 617.5427436828613]"
