final_test_suite_costs,final_failure_rates,final_coverage_levels,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[203907192, 147652185, 204120554, 204561744, 204836661, 142327112, 203447796, 147056331, 204713224, 204347316]","[90.39999999999984, 89.59999999999984, 92.19999999999983, 90.59999999999982, 90.19999999999983, 89.59999999999984, 89.39999999999984, 91.79999999999983, 90.39999999999984, 90.59999999999982]","[0.5275319567354966, 0.5088495575221239, 0.523598820058997, 0.5206489675516224, 0.5117994100294986, 0.5103244837758112, 0.5191740412979351, 0.5226155358898722, 0.5117994100294986, 0.5304818092428711]",42743.578055555554,42734.88611111111,42749.78055555556
