final_test_suite_costs,final_failure_rates,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0, 159150.0]","[5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276, 5.31397533549276]",82170.2,71567.5,95423.4
