final_test_suite_costs,final_failure_rates,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157, 37450.93047664157]","[3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078, 3.6072686215373078]",69856.2,62502.6,73533.6
