final_test_suite_costs,final_failure_rates,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[3201421.737003059, 3419476.0097859344, 3246026.609785934, 3457475.0856269132, 3315418.964525996, 3673893.6525993915, 4014186.6556574963, 3444263.4917431213, 4162848.5737003097, 3275784.1828746195]","[0.08943176161012444, 0.09559064077945782, 0.09093947798876023, 0.09707702154896194, 0.09389090391863675, 0.10459426783300921, 0.11387525780527269, 0.09703435033069852, 0.11708271104472959, 0.09376289026384656]",37.15187072753906,36.665160638945444,37.61548874207905
