final_test_suite_costs,final_failure_rates,final_coverage_levels,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[118167784, 120927085, 120621527, 119214675, 117921407, 120553864, 120001460, 117637901, 121583262, 117417558]","[371.8000000000006, 370.60000000000053, 370.2000000000006, 371.60000000000065, 369.8000000000006, 369.8000000000007, 371.60000000000065, 370.60000000000065, 372.2000000000006, 372.0000000000006]","[0.5736413043478261, 0.5796195652173913, 0.5826086956521739, 0.5717391304347826, 0.5736413043478261, 0.5815217391304348, 0.5763586956521739, 0.5782608695652174, 0.5809782608695652, 0.5763586956521739]",42747.825625,42745.75,42749.128125
