final_test_suite_costs,final_effectivenesses,average_qpu_access_time(ms),stdev_qpu_access_time(ms),all_qpu_access_times(ms),qpu_lower_bound(ms),qpu_upper_bound(ms),qpu_run_times(ms)
"[630356.0, 733798.0]","[10.24556423233776, 10.564187858996625]",4276.620586713155,2661.796970823658,"[645.263671875, 829.390287399292, 6792.258739471436, 6241.61958694458, 5443.526983261108, 5954.46252822876, 711.3676071166992, 760.8895301818848, 6742.003679275513, 5282.409191131592, 6542.9840087890625, 5373.271226882935]",2871.639493107796,5622.1302429835,"[645.263671875, 829.390287399292, 6792.258739471436, 6241.61958694458, 5443.526983261108, 5954.46252822876, 711.3676071166992, 760.8895301818848, 6742.003679275513, 5282.409191131592, 6542.9840087890625, 5373.271226882935]"
