final_test_suite_costs,final_failure_rates,final_coverage_levels,average_qpu_access_time(ms),qpu_lower_bound(ms),qpu_upper_bound()
"[10222338, 10296664, 10348988, 10430585, 10480958, 10341390, 10594546, 10509061, 10044321, 10515294]","[150.66666666666669, 151.8333333333333, 151.66666666666674, 152.3333333333334, 151.33333333333331, 150.99999999999997, 150.83333333333334, 151.50000000000003, 152.33333333333331, 152.00000000000003]","[0.45339860666541143, 0.45132743362831856, 0.4483148183016381, 0.4518922990020712, 0.45546977970250424, 0.453963472039164, 0.44944454904914327, 0.4509508567124835, 0.4500094144228959, 0.4505742797966485]",42741.455555555556,42734.444444444445,42746.555555555555
